query_id	entity_id	entity_type
EL14_CMN_0787	NIL0598	
EL14_CMN_0788	NIL0599	
EL14_CMN_0789	E0201884	
EL14_CMN_0790	NIL0600	
EL14_CMN_0791	NIL0601	
EL14_CMN_0792	NIL0602	
EL14_CMN_0793	NIL0603	
EL14_CMN_0794	NIL0604	
EL14_CMN_0795	NIL0605	
EL14_CMN_0796	E0277375	
EL14_CMN_0797	NIL0606	
EL14_CMN_0798	E0389578	
EL14_CMN_0799	NIL0607	
EL14_CMN_0800	NIL0608	
EL14_CMN_0801	E0726706	
EL14_CMN_0802	NIL0609	
EL14_CMN_0803	NIL0610	
EL14_CMN_0804	NIL0611	
EL14_CMN_0805	NIL0612	
EL14_CMN_0806	NIL0613	
EL14_CMN_0807	NIL0614	
EL14_CMN_0808	NIL0615	
EL14_CMN_0809	E0793445	
EL14_CMN_0810	NIL0616	
EL14_CMN_0811	NIL0617	
EL14_CMN_0812	E0354633	
EL14_CMN_0813	E0489454	
EL14_CMN_0814	E0458306	
EL14_CMN_0815	E0247031	
EL14_CMN_0816	E0718470	
EL14_CMN_0817	NIL0618	
EL14_CMN_0818	NIL0619	
EL14_CMN_0819	NIL0620	
EL14_CMN_0820	NIL0621	
EL14_CMN_0821	NIL0622	
EL14_CMN_0822	NIL0623	
EL14_CMN_0823	NIL0624	
EL14_CMN_0824	NIL0625	
EL14_CMN_0825	NIL0626	
EL14_CMN_0826	E0790879	
EL14_CMN_0827	NIL0627	
EL14_CMN_0828	NIL0628	
EL14_CMN_0829	NIL0629	
EL14_CMN_0830	NIL0630	
EL14_CMN_0831	NIL0631	
EL14_CMN_0832	NIL0632	
EL14_CMN_0833	NIL0633	
EL14_CMN_0834	NIL0634	
EL14_CMN_0835	E0018102	
EL14_CMN_0836	NIL0635	
EL14_CMN_0837	NIL0636	
EL14_CMN_0838	NIL0637	
EL14_CMN_0839	NIL0638	
EL14_CMN_0840	NIL0639	
EL14_CMN_0841	NIL0640	
EL14_CMN_0842	NIL0641	
EL14_CMN_0843	NIL0642	
EL14_CMN_0844	E0224467	
EL14_CMN_0845	NIL0643	
EL14_CMN_0846	NIL0644	
EL14_CMN_0847	NIL0645	
EL14_CMN_0848	NIL0646	
EL14_CMN_0849	NIL0647	
EL14_CMN_0850	NIL0648	
EL14_CMN_0851	E0703347	
EL14_CMN_0852	NIL0649	
EL14_CMN_0853	NIL0650	
EL14_CMN_0854	E0825891	
EL14_CMN_0855	NIL0651	
EL14_CMN_0856	NIL0652	
EL14_CMN_0857	E0354952	
EL14_CMN_0858	E0398619	
EL14_CMN_0859	NIL0653	
EL14_CMN_0860	NIL0654	
EL14_CMN_0861	NIL0655	
EL14_CMN_0862	NIL0656	
EL14_CMN_0863	NIL0657	
EL14_CMN_0864	NIL0658	
EL14_CMN_0865	NIL0659	
EL14_CMN_0866	E0743174	
EL14_CMN_0867	NIL0660	
EL14_CMN_0868	E0665445	
EL14_CMN_0869	NIL0661	
EL14_CMN_0870	E0162833	
EL14_CMN_0871	NIL0662	
EL14_CMN_0872	NIL0663	
EL14_CMN_0873	NIL0664	
EL14_CMN_0874	NIL0665	
EL14_CMN_0875	NIL0666	
EL14_CMN_0876	NIL0667	
EL14_CMN_0877	E0201884	
EL14_CMN_0878	E0595006	
EL14_CMN_0879	NIL0668	
EL14_CMN_0880	NIL0669	
EL14_CMN_0881	NIL0670	
EL14_CMN_0882	NIL0671	
EL14_CMN_0883	NIL0672	
EL14_CMN_0884	NIL0673	
EL14_CMN_0885	NIL0674	
EL14_CMN_0886	E0419385	
EL14_CMN_0887	E0351591	
EL14_CMN_0888	NIL0675	
EL14_CMN_0889	E0803206	
EL14_CMN_0890	NIL0676	
EL14_CMN_0891	E0679757	
EL14_CMN_0892	NIL0677	
EL14_CMN_0893	E0230939	
EL14_CMN_0894	NIL0678	
EL14_CMN_0895	NIL0679	
EL14_CMN_0896	NIL0680	
EL14_CMN_0897	NIL0681	
EL14_CMN_0898	NIL0682	
EL14_CMN_0899	NIL0683	
EL14_CMN_0900	NIL0684	
EL14_CMN_0901	NIL0685	
EL14_CMN_0902	NIL0686	
EL14_CMN_0903	NIL0687	
EL14_CMN_0904	NIL0688	
EL14_CMN_0905	NIL0689	
EL14_CMN_0906	NIL0690	
EL14_CMN_0907	NIL0691	
EL14_CMN_0908	E0100324	
EL14_CMN_0909	NIL0692	
EL14_CMN_0910	NIL0693	
EL14_CMN_0911	E0378751	
EL14_CMN_0912	NIL0694	
EL14_CMN_0913	E0077006	
EL14_CMN_0914	NIL0695	
EL14_CMN_0915	NIL0696	
EL14_CMN_0916	NIL0697	
EL14_CMN_0917	E0793445	
EL14_CMN_0918	NIL0698	
EL14_CMN_0919	NIL0699	
EL14_CMN_0920	E0352182	
EL14_CMN_0921	NIL0700	
EL14_CMN_0922	NIL0701	
EL14_CMN_0923	NIL0702	
EL14_CMN_0924	NIL0703	
EL14_CMN_0925	NIL0704	
EL14_CMN_0926	NIL0705	
EL14_CMN_0927	NIL0706	
EL14_CMN_0928	NIL0707	
EL14_CMN_0929	NIL0708	
EL14_CMN_0930	NIL0709	
EL14_CMN_0931	NIL0710	
EL14_CMN_0932	NIL0711	
EL14_CMN_0933	NIL0712	
EL14_CMN_0934	E0163208	
EL14_CMN_0935	E0103833	
EL14_CMN_0936	NIL0713	
EL14_CMN_0937	E0202467	
EL14_CMN_0938	NIL0714	
EL14_CMN_0939	E0132716	
EL14_CMN_0940	NIL0715	
EL14_CMN_0941	NIL0716	
EL14_CMN_0942	NIL0717	
EL14_CMN_0943	NIL0718	
EL14_CMN_0944	NIL0719	
EL14_CMN_0945	NIL0720	
EL14_CMN_0946	E0548088	
EL14_CMN_0947	NIL0721	
EL14_CMN_0948	NIL0722	
EL14_CMN_0949	NIL0723	
EL14_CMN_0950	E0247031	
EL14_CMN_0951	NIL0724	
EL14_CMN_0952	NIL0725	
EL14_CMN_0953	NIL0726	
EL14_CMN_0954	NIL0727	
EL14_CMN_0955	NIL0728	
EL14_CMN_0956	NIL0729	
EL14_CMN_0957	NIL0730	
EL14_CMN_0958	NIL0731	
EL14_CMN_0959	E0739779	
EL14_CMN_0960	NIL0732	
EL14_CMN_0961	NIL0733	
EL14_CMN_0962	E0162833	
EL14_CMN_0963	NIL0734	
EL14_CMN_0964	E0487361	
EL14_CMN_0965	NIL0735	
EL14_CMN_0966	NIL0736	
EL14_CMN_0967	NIL0737	
EL14_CMN_0968	NIL0738	
EL14_CMN_0969	E0458306	
EL14_CMN_0970	NIL0739	
EL14_CMN_0971	E0275101	
EL14_CMN_0972	NIL0740	
EL14_CMN_0973	NIL0741	
EL14_CMN_0974	NIL0742	
EL14_CMN_0975	NIL0743	
EL14_CMN_0976	NIL0744	
EL14_CMN_0977	NIL0745	
EL14_CMN_0978	E0230939	
EL14_CMN_0979	NIL0746	
EL14_CMN_0980	NIL0747	
EL14_CMN_0981	NIL0748	
EL14_CMN_0982	NIL0749	
EL14_CMN_0983	NIL0750	
EL14_CMN_0984	NIL0751	
EL14_CMN_0985	NIL0752	
EL14_CMN_0986	NIL0753	
EL14_CMN_0987	NIL0754	
EL14_CMN_0988	NIL0755	
EL14_CMN_0989	NIL0756	
EL14_CMN_0990	NIL0757	
EL14_CMN_0991	NIL0758	
EL14_CMN_0992	NIL0759	
EL14_CMN_0993	NIL0760	
EL14_CMN_0994	NIL0761	
EL14_CMN_0995	NIL0762	
EL14_CMN_0996	NIL0763	
EL14_CMN_0997	NIL0764	
EL14_CMN_0998	NIL0765	
EL14_CMN_0999	NIL0766	
EL14_CMN_1000	E0166967	
EL14_CMN_1001	NIL0767	
EL14_CMN_1002	E0487361	
EL14_CMN_1003	NIL0768	
EL14_CMN_1004	NIL0769	
EL14_CMN_1005	NIL0770	
EL14_CMN_1006	NIL0771	
EL14_CMN_1007	NIL0772	
EL14_CMN_1008	NIL0773	
EL14_CMN_1009	NIL0774	
EL14_CMN_1010	E0539471	
EL14_CMN_1011	NIL0775	
EL14_CMN_1012	NIL0776	
EL14_CMN_1013	E0582195	
EL14_CMN_1014	E0161565	
EL14_CMN_1015	NIL0777	
EL14_CMN_1016	E0413343	
EL14_CMN_1017	NIL0778	
EL14_CMN_1018	NIL0779	
EL14_CMN_1019	NIL0780	
EL14_CMN_1020	E0733927	
EL14_CMN_1021	NIL0781	
EL14_CMN_1022	NIL0782	
EL14_CMN_1023	NIL0783	
EL14_CMN_1024	E0100324	
EL14_CMN_1025	NIL0784	
EL14_CMN_1026	NIL0785	
EL14_CMN_1027	NIL0786	
EL14_CMN_1028	NIL0787	
EL14_CMN_1029	NIL0788	
EL14_CMN_1030	NIL0789	
EL14_CMN_1031	NIL0790	
EL14_CMN_1032	NIL0791	
EL14_CMN_1033	E0562750	
EL14_CMN_1034	NIL0792	
EL14_CMN_1035	E0425435	
EL14_CMN_1036	E0240157	
EL14_CMN_1037	E0168760	
EL14_CMN_1038	E0530774	
EL14_CMN_1039	NIL0793	
EL14_CMN_1040	NIL0794	
EL14_CMN_1041	NIL0795	
EL14_CMN_1042	E0112363	
EL14_CMN_1043	NIL0796	
EL14_CMN_1044	NIL0797	
EL14_CMN_1045	NIL0798	
EL14_CMN_1046	E0073283	
EL14_CMN_1047	NIL0799	
EL14_CMN_1048	NIL0800	
EL14_CMN_1049	NIL0801	
EL14_CMN_1050	NIL0802	
EL14_CMN_1051	NIL0803	
EL14_CMN_1052	NIL0804	
EL14_CMN_1053	NIL0805	
EL14_CMN_1054	E0747978	
EL14_CMN_1055	NIL0806	
EL14_CMN_1056	E0550909	
EL14_CMN_1057	E0776639	
EL14_CMN_1058	NIL0807	
EL14_CMN_1059	NIL0808	
EL14_CMN_1060	NIL0809	
EL14_CMN_1061	NIL0810	
EL14_CMN_1062	NIL0811	
EL14_CMN_1063	E0643782	
EL14_CMN_1064	NIL0812	
EL14_CMN_1065	NIL0813	
EL14_CMN_1066	NIL0814	
EL14_CMN_1067	NIL0815	
EL14_CMN_1068	NIL0816	
EL14_CMN_1069	NIL0817	
EL14_CMN_1070	NIL0818	
EL14_CMN_1071	NIL0819	
EL14_CMN_1072	E0146789	
EL14_CMN_1073	NIL0820	
EL14_CMN_1074	NIL0821	
EL14_CMN_1075	NIL0822	
EL14_CMN_1076	NIL0823	
EL14_CMN_1077	NIL0824	
EL14_CMN_1078	NIL0825	
EL14_CMN_1079	NIL0826	
EL14_CMN_1080	NIL0827	
EL14_CMN_1081	E0013330	
EL14_CMN_1082	NIL0828	
EL14_CMN_1083	E0259846	
EL14_CMN_1084	NIL0829	
EL14_CMN_1085	NIL0830	
EL14_CMN_1086	NIL0831	
EL14_CMN_1087	NIL0832	
EL14_CMN_1088	NIL0833	
EL14_CMN_1089	NIL0834	
EL14_CMN_1090	NIL0835	
EL14_CMN_1091	E0447905	
EL14_CMN_1092	NIL0836	
EL14_CMN_1093	E0571856	
EL14_CMN_1094	NIL0837	
EL14_CMN_1095	NIL0838	
EL14_CMN_1096	NIL0839	
EL14_CMN_1097	NIL0840	
EL14_CMN_1098	NIL0841	
EL14_CMN_1099	NIL0842	
EL14_CMN_1100	NIL0843	
EL14_CMN_1101	NIL0844	
EL14_CMN_1102	NIL0845	
EL14_CMN_1103	NIL0846	
EL14_CMN_1104	NIL0847	
EL14_CMN_1105	NIL0848	
EL14_CMN_1106	E0225564	
EL14_CMN_1107	E0679687	
EL14_CMN_1108	NIL0849	
EL14_CMN_1109	E0340220	
EL14_CMN_1110	E0230939	
EL14_CMN_1111	NIL0850	
EL14_CMN_1112	NIL0851	
EL14_CMN_1113	NIL0852	
EL14_CMN_1114	NIL0853	
EL14_CMN_1115	E0702628	
EL14_CMN_1116	NIL0854	
EL14_CMN_1117	NIL0855	
EL14_CMN_1118	NIL0856	
EL14_CMN_1119	NIL0857	
EL14_CMN_1120	NIL0858	
EL14_CMN_1121	E0423734	
EL14_CMN_1122	E0580889	
EL14_CMN_1123	NIL0859	
EL14_CMN_1124	NIL0860	
EL14_CMN_1125	NIL0861	
EL14_CMN_1126	NIL0862	
EL14_CMN_1127	NIL0863	
EL14_CMN_1128	NIL0864	
EL14_CMN_1129	NIL0865	
EL14_CMN_1130	E0106105	
EL14_CMN_1131	NIL0866	
EL14_CMN_1132	NIL0867	
EL14_CMN_1133	NIL0868	
EL14_CMN_1134	NIL0869	
EL14_CMN_1135	NIL0870	
EL14_CMN_1136	NIL0871	
EL14_CMN_1137	E0462761	
EL14_CMN_1138	NIL0872	
EL14_CMN_1139	NIL0873	
EL14_CMN_1140	NIL0874	
EL14_CMN_1141	NIL0875	
EL14_CMN_1142	NIL0876	
EL14_CMN_1143	NIL0877	
EL14_CMN_1144	NIL0878	
EL14_CMN_1145	NIL0879	
EL14_CMN_1146	NIL0880	
EL14_CMN_1147	NIL0881	
EL14_CMN_1148	NIL0882	
EL14_CMN_1149	NIL0883	
EL14_CMN_1150	NIL0884	
EL14_CMN_1151	NIL0885	
EL14_CMN_1152	NIL0886	
EL14_CMN_1153	NIL0887	
EL14_CMN_1154	NIL0888	
EL14_CMN_1155	E0553621	
EL14_CMN_1156	NIL0889	
EL14_CMN_1157	NIL0890	
EL14_CMN_1158	NIL0891	
EL14_CMN_1159	NIL0892	
EL14_CMN_1160	NIL0893	
EL14_CMN_1161	NIL0894	
EL14_CMN_1162	NIL0895	
EL14_CMN_1163	E0487361	
EL14_CMN_1164	NIL0896	
EL14_CMN_1165	NIL0897	
EL14_CMN_1166	E0128070	
EL14_CMN_1167	E0717250	
EL14_CMN_1168	NIL0898	
EL14_CMN_1169	NIL0899	
EL14_CMN_1170	NIL0900	
EL14_CMN_1171	NIL0901	
EL14_CMN_1172	NIL0902	
EL14_CMN_1173	NIL0903	
EL14_CMN_1174	NIL0904	
EL14_CMN_1175	NIL0905	
EL14_CMN_1176	NIL0906	
EL14_CMN_1177	NIL0907	
EL14_CMN_1178	NIL0908	
EL14_CMN_1179	NIL0909	
EL14_CMN_1180	NIL0910	
EL14_CMN_1181	NIL0911	
EL14_CMN_1182	NIL0912	
EL14_CMN_1183	NIL0913	
EL14_CMN_1184	NIL0914	
EL14_CMN_1185	E0773603	
EL14_CMN_1186	E0561935	
EL14_CMN_1187	NIL0915	
EL14_CMN_1188	E0230939	
EL14_CMN_1189	E0703347	
EL14_CMN_1190	NIL0916	
EL14_CMN_1191	NIL0917	
EL14_CMN_1192	NIL0918	
EL14_CMN_1193	NIL0919	
EL14_CMN_1194	NIL0920	
EL14_CMN_1195	NIL0921	
EL14_CMN_1196	E0725535	
EL14_CMN_1197	NIL0922	
EL14_CMN_1198	NIL0923	
EL14_CMN_1199	NIL0924	
EL14_CMN_1200	NIL0925	
EL14_CMN_1201	E0103833	
EL14_CMN_1202	NIL0926	
EL14_CMN_1203	E0146789	
EL14_CMN_1204	NIL0927	
EL14_CMN_1205	E0564682	
EL14_CMN_1206	NIL0928	
EL14_CMN_1207	NIL0929	
EL14_CMN_1208	NIL0930	
EL14_CMN_1209	NIL0931	
EL14_CMN_1210	E0290954	
EL14_CMN_1211	NIL0932	
EL14_CMN_1212	NIL0933	
EL14_CMN_1213	NIL0934	
EL14_CMN_1214	NIL0935	
EL14_CMN_1215	NIL0936	
EL14_CMN_1216	NIL0937	
EL14_CMN_1217	NIL0938	
EL14_CMN_1218	NIL0939	
EL14_CMN_1219	NIL0940	
EL14_CMN_1220	E0776464	
EL14_CMN_1221	NIL0941	
EL14_CMN_1222	NIL0942	
EL14_CMN_1223	NIL0943	
EL14_CMN_1224	NIL0944	
EL14_CMN_1225	NIL0945	
EL14_CMN_1226	NIL0946	
EL14_CMN_1227	E0484023	
EL14_CMN_1228	NIL0947	
EL14_CMN_1229	E0542412	
EL14_CMN_1230	NIL0948	
EL14_CMN_1231	NIL0949	
EL14_CMN_1232	NIL0950	
EL14_CMN_1233	E0551662	
EL14_CMN_1234	E0804852	
EL14_CMN_1235	E0690220	
EL14_CMN_1236	NIL0951	
EL14_CMN_1237	NIL0952	
EL14_CMN_1238	NIL0953	
EL14_CMN_1239	NIL0954	
EL14_CMN_1240	NIL0955	
EL14_CMN_1241	NIL0956	
EL14_CMN_1242	NIL0957	
EL14_CMN_1243	E0571856	
EL14_CMN_1244	NIL0958	
EL14_CMN_1245	NIL0959	
EL14_CMN_1246	NIL0960	
EL14_CMN_1247	NIL0961	
EL14_CMN_1248	E0020441	
EL14_CMN_1249	NIL0962	
EL14_CMN_1250	NIL0963	
EL14_CMN_1251	E0627778	
EL14_CMN_1252	NIL0964	
EL14_CMN_1253	NIL0965	
EL14_CMN_1254	NIL0966	
EL14_CMN_1255	NIL0967	
EL14_CMN_1256	NIL0968	
EL14_CMN_1257	NIL0969	
EL14_CMN_1258	NIL0970	
EL14_CMN_1259	NIL0971	
EL14_CMN_1260	NIL0972	
EL14_CMN_1261	NIL0973	
EL14_CMN_1262	E0135215	
EL14_CMN_1263	NIL0974	
EL14_CMN_1264	NIL0975	
EL14_CMN_1265	E0100324	
EL14_CMN_1266	E0400474	
EL14_CMN_1267	NIL0976	
EL14_CMN_1268	NIL0977	
EL14_CMN_1269	NIL0978	
EL14_CMN_1270	E0212527	
EL14_CMN_1271	E0057920	
EL14_CMN_1272	E0271827	
EL14_CMN_1273	NIL0979	
EL14_CMN_1274	NIL0980	
EL14_CMN_1275	NIL0981	
EL14_CMN_1276	NIL0982	
EL14_CMN_1277	NIL0983	
EL14_CMN_1278	NIL0984	
EL14_CMN_1279	NIL0985	
EL14_CMN_1280	NIL0986	
EL14_CMN_1281	NIL0987	
EL14_CMN_1282	NIL0988	
EL14_CMN_1283	NIL0989	
EL14_CMN_1284	NIL0990	
EL14_CMN_1285	NIL0991	
EL14_CMN_1286	E0449812	
EL14_CMN_1287	E0779250	
EL14_CMN_1288	NIL0992	
EL14_CMN_1289	NIL0993	
EL14_CMN_1290	NIL0994	
EL14_CMN_1291	NIL0995	
EL14_CMN_1292	E0063567	
EL14_CMN_1293	NIL0996	
EL14_CMN_1294	NIL0997	
EL14_CMN_1295	E0275101	
EL14_CMN_1296	NIL0998	
EL14_CMN_1297	NIL0999	
EL14_CMN_1298	NIL1000	
EL14_CMN_1299	NIL1001	
EL14_CMN_1300	NIL1002	
EL14_CMN_1301	NIL1003	
EL14_CMN_1302	E0119967	
EL14_CMN_1303	NIL1004	
EL14_CMN_1304	NIL1005	
EL14_CMN_1305	NIL1006	
EL14_CMN_1306	NIL1007	
EL14_CMN_1307	NIL1008	
EL14_CMN_1308	E0230939	
EL14_CMN_1309	NIL1009	
EL14_CMN_1310	NIL1010	
EL14_CMN_1311	E0651569	
EL14_CMN_1312	NIL1011	
EL14_CMN_1313	NIL1012	
EL14_CMN_1314	NIL1013	
EL14_CMN_1315	NIL1014	
EL14_CMN_1316	E0208143	
EL14_CMN_1317	NIL1015	
EL14_CMN_1318	NIL1016	
EL14_CMN_1319	NIL1017	
EL14_CMN_1320	NIL1018	
EL14_CMN_1321	NIL1019	
EL14_CMN_1322	NIL1020	
EL14_CMN_1323	NIL1021	
EL14_CMN_1324	NIL1022	
EL14_CMN_1325	NIL1023	
EL14_CMN_1326	E0373950	
EL14_CMN_1327	NIL1024	
EL14_CMN_1328	NIL1025	
EL14_CMN_1329	NIL1026	
EL14_CMN_1330	NIL1027	
EL14_CMN_1331	NIL1028	
EL14_CMN_1332	NIL1029	
EL14_CMN_1333	NIL1030	
EL14_CMN_1334	NIL1031	
EL14_CMN_1335	NIL1032	
EL14_CMN_1336	NIL1033	
EL14_CMN_1337	NIL1034	
EL14_CMN_1338	E0366653	
EL14_CMN_1339	E0229957	
EL14_CMN_1340	NIL1035	
EL14_CMN_1341	NIL1036	
EL14_CMN_1342	NIL1037	
EL14_CMN_1343	NIL1038	
EL14_CMN_1344	NIL1039	
EL14_CMN_1345	NIL1040	
EL14_CMN_1346	E0692526	
EL14_CMN_1347	NIL1041	
EL14_CMN_1348	NIL1042	
EL14_CMN_1349	NIL1043	
EL14_CMN_1350	NIL1044	
EL14_CMN_1351	NIL1045	
EL14_CMN_1352	E0498260	
EL14_CMN_1353	NIL1046	
EL14_CMN_1354	E0793445	
EL14_CMN_1355	NIL1047	
EL14_CMN_1356	NIL1048	
EL14_CMN_1357	NIL1049	
EL14_CMN_1358	NIL1050	
EL14_CMN_1359	NIL1051	
EL14_CMN_1360	NIL1052	
EL14_CMN_1361	NIL1053	
EL14_CMN_1362	NIL1054	
EL14_CMN_1363	NIL1055	
EL14_CMN_1364	NIL1056	
EL14_CMN_1365	NIL1057	
EL14_CMN_1366	NIL1058	
EL14_CMN_1367	NIL1059	
EL14_CMN_1368	E0231175	
EL14_CMN_1369	NIL1060	
EL14_CMN_1370	NIL1061	
EL14_CMN_1371	E0065012	
EL14_CMN_1372	E0789399	
EL14_CMN_1373	NIL1062	
EL14_CMN_1374	E0546423	
EL14_CMN_1375	E0109446	
EL14_CMN_1376	NIL1063	
EL14_CMN_1377	NIL1064	
EL14_CMN_1378	NIL1065	
EL14_CMN_1379	NIL1066	
EL14_CMN_1380	NIL1067	
EL14_CMN_1381	NIL1068	
EL14_CMN_1382	NIL1069	
EL14_CMN_1383	NIL1070	
EL14_CMN_1384	NIL1071	
EL14_CMN_1385	NIL1072	
EL14_CMN_1386	NIL1073	
EL14_CMN_1387	NIL1074	
EL14_CMN_1388	NIL1075	
EL14_CMN_1389	NIL1076	
EL14_CMN_1390	E0739132	
EL14_CMN_1391	NIL1077	
EL14_CMN_1392	NIL1078	
EL14_CMN_1393	NIL1079	
EL14_CMN_1394	E0498260	
EL14_CMN_1395	NIL1080	
EL14_CMN_1396	NIL1081	
EL14_CMN_1397	NIL1082	
EL14_CMN_1398	NIL1083	
EL14_CMN_1399	NIL1084	
EL14_CMN_1400	NIL1085	
EL14_CMN_1401	E0432899	
EL14_CMN_1402	E0802223	
EL14_CMN_1403	NIL1086	
EL14_CMN_1404	NIL1087	
EL14_CMN_1405	E0689220	
EL14_CMN_1406	NIL1088	
EL14_CMN_1407	E0578840	
EL14_CMN_1408	NIL1089	
EL14_CMN_1409	NIL1090	
EL14_CMN_1410	NIL1091	
EL14_CMN_1411	NIL1092	
EL14_CMN_1412	NIL1093	
EL14_CMN_1413	E0521662	
EL14_CMN_1414	NIL1094	
EL14_CMN_1415	E0018102	
EL14_CMN_1416	E0425435	
EL14_CMN_1417	NIL1095	
EL14_CMN_1418	NIL1096	
EL14_CMN_1419	NIL1097	
EL14_CMN_1420	E0315956	
EL14_CMN_1421	E0673520	
EL14_CMN_1422	NIL1098	
EL14_CMN_1423	NIL1099	
EL14_CMN_1424	NIL1100	
EL14_CMN_1425	NIL1101	
EL14_CMN_1426	E0679687	
EL14_CMN_1427	NIL1102	
EL14_CMN_1428	NIL1103	
EL14_CMN_1429	NIL1104	
EL14_CMN_1430	E0217761	
EL14_CMN_1431	NIL1105	
EL14_CMN_1432	NIL1106	
EL14_CMN_1433	NIL1107	
EL14_CMN_1434	NIL1108	
EL14_CMN_1435	NIL1109	
EL14_CMN_1436	E0814714	
EL14_CMN_1437	NIL1110	
EL14_CMN_1438	E0230939	
EL14_CMN_1439	NIL1111	
EL14_CMN_1440	NIL1112	
EL14_CMN_1441	NIL1113	
EL14_CMN_1442	NIL1114	
EL14_CMN_1443	NIL1115	
EL14_CMN_1444	NIL1116	
EL14_CMN_1445	NIL1117	
EL14_CMN_1446	NIL1118	
EL14_CMN_1447	E0251206	
EL14_CMN_1448	NIL1119	
EL14_CMN_1449	NIL1120	
EL14_CMN_1450	NIL1121	
EL14_CMN_1451	NIL1122	
EL14_CMN_1452	NIL1123	
EL14_CMN_1453	NIL1124	
EL14_CMN_1454	NIL1125	
EL14_CMN_1455	NIL1126	
EL14_CMN_1456	NIL1127	
EL14_CMN_1457	NIL1128	
EL14_CMN_1458	NIL1129	
EL14_CMN_1459	NIL1130	
EL14_CMN_1460	NIL1131	
EL14_CMN_1461	NIL1132	
EL14_CMN_1462	NIL1133	
EL14_CMN_1463	NIL1134	
EL14_CMN_1464	E0642032	
EL14_CMN_1465	NIL1135	
EL14_CMN_1466	NIL1136	
EL14_CMN_1467	NIL1137	
EL14_CMN_1468	NIL1138	
EL14_CMN_1469	NIL1139	
EL14_CMN_1470	NIL1140	
EL14_CMN_1471	E0795131	
EL14_CMN_1472	NIL1141	
EL14_CMN_1473	NIL1142	
EL14_CMN_1474	NIL1143	
EL14_CMN_1475	E0793445	
EL14_CMN_1476	NIL1144	
EL14_CMN_1477	NIL1145	
EL14_CMN_1478	NIL1146	
EL14_CMN_1479	NIL1147	
EL14_CMN_1480	NIL1148	
EL14_CMN_1481	NIL1149	
EL14_CMN_1482	E0720088	
EL14_CMN_1483	NIL1150	
EL14_CMN_1484	E0358739	
EL14_CMN_1485	NIL1151	
EL14_CMN_1486	NIL1152	
EL14_CMN_1487	NIL1153	
EL14_CMN_1488	NIL1154	
EL14_CMN_1489	NIL1155	
EL14_CMN_1490	NIL1156	
EL14_CMN_1491	NIL1157	
EL14_CMN_1492	E0273911	
EL14_CMN_1493	NIL1158	
EL14_CMN_1494	NIL1159	
EL14_CMN_1495	NIL1160	
EL14_CMN_1496	NIL1161	
EL14_CMN_1497	E0230939	
EL14_CMN_1498	E0217761	
EL14_CMN_1499	NIL1162	
EL14_CMN_1500	E0685180	
EL14_CMN_1501	NIL1163	
EL14_CMN_1502	NIL1164	
EL14_CMN_1503	NIL1165	
EL14_CMN_1504	E0566375	
EL14_CMN_1505	NIL1166	
EL14_CMN_1506	NIL1167	
EL14_CMN_1507	NIL1168	
EL14_CMN_1508	NIL1169	
EL14_CMN_1509	NIL1170	
EL14_CMN_1510	NIL1171	
EL14_CMN_1511	NIL1172	
EL14_CMN_1512	NIL1173	
EL14_CMN_1513	NIL1174	
EL14_CMN_1514	NIL1175	
EL14_CMN_1515	E0774383	
EL14_CMN_1516	NIL1176	
EL14_CMN_1517	NIL1177	
EL14_CMN_1518	E0375801	
EL14_CMN_1519	NIL1178	
EL14_CMN_1520	NIL1179	
EL14_CMN_1521	NIL1180	
EL14_CMN_1522	E0754615	
EL14_CMN_1523	NIL1181	
EL14_CMN_1524	NIL1182	
EL14_CMN_1525	E0595006	
EL14_CMN_1526	NIL1183	
EL14_CMN_1527	NIL1184	
EL14_CMN_1528	E0797081	
EL14_CMN_1529	NIL1185	
EL14_CMN_1530	NIL1186	
EL14_CMN_1531	NIL1187	
EL14_CMN_1532	NIL1188	
EL14_CMN_1533	NIL1189	
EL14_CMN_1534	NIL1190	
EL14_CMN_1535	E0821215	
EL14_CMN_1536	NIL1191	
EL14_CMN_1537	NIL1192	
EL14_CMN_1538	NIL1193	
EL14_CMN_1539	NIL1194	
EL14_CMN_1540	NIL1195	
EL14_CMN_1541	E0185864	
EL14_CMN_1542	NIL1196	
EL14_CMN_1543	NIL1197	
EL14_CMN_1544	E0377424	
EL14_CMN_1545	NIL1198	
EL14_CMN_1546	NIL1199	
EL14_CMN_1547	E0285107	
EL14_CMN_1548	NIL1200	
EL14_CMN_1549	NIL1201	
EL14_CMN_1550	E0371274	
EL14_CMN_1551	E0819391	
EL14_CMN_1552	NIL1202	
EL14_CMN_1553	E0225564	
EL14_CMN_1554	E0538995	
EL14_CMN_1555	NIL1203	
EL14_CMN_1556	NIL1204	
EL14_CMN_1557	NIL1205	
EL14_CMN_1558	NIL1206	
EL14_CMN_1559	NIL1207	
EL14_CMN_1560	NIL1208	
EL14_CMN_1561	NIL1209	
EL14_CMN_1562	E0819391	
EL14_CMN_1563	NIL1210	
EL14_CMN_1564	NIL1211	
EL14_CMN_1565	NIL1212	
EL14_CMN_1566	NIL1213	
EL14_CMN_1567	NIL1214	
EL14_CMN_1568	NIL1215	
EL14_CMN_1569	E0112363	
EL14_CMN_1570	E0496581	
EL14_CMN_1571	E0539471	
EL14_CMN_1572	NIL1216	
